n_eval,audit,W
2500,xf,3.5129876797110478
2500,xf,7.400282386616644
2500,xf,3.3858158074584086
2500,xf,2.7237689048978773
2500,xf,0.05061428673493895
2500,xf,1.2374988267331404
2500,xf,2.243588687738788
2500,xf,1.0776213906695138
2500,xf,0.0011041179086942632
2500,xf,5.856111586351256
2500,xf,1.9096210897447294
2500,xf,0.14477639896044742
2500,xf,1.4241078228830004
2500,xf,2.887248876374083
2500,xf,2.872203566924503
2500,xf,0.2055727546922988
2500,xf,0.05683921546819311
2500,xf,0.14635947881852104
2500,xf,1.5337479580886972
2500,xf,2.0804803979351623
2500,xf,0.12256221233086903
2500,xf,0.8074805257907338
2500,xf,3.128328064099559
2500,xf,0.07986892754844038
2500,xf,11.151821805720939
2500,xf,0.4485192052365817
2500,xf,2.3548083946002603
2500,xf,0.4610747084607465
2500,xf,5.357139598333701
2500,xf,1.1122061075410896
2500,xf,0.672067205745321
2500,xf,0.03570032282198696
2500,xf,0.7362385677436349
2500,xf,3.716111404701926
2500,xf,3.5031841567395445
2500,xf,3.673822566118532
2500,xf,1.488949469684273
2500,xf,0.44581762217310084
2500,xf,0.43156426071225823
2500,xf,0.49308863091425215
2500,xf,5.206199012875522
