config_id,estimator,variance,ci,policy,n_oracle,rep,v_hat,truth,ci_lo,ci_hi
1,plug_in,if,wald,uniform,100,58,0.4793653624334786,0.5,0.46895979984104635,0.48977092502591085
1,plug_in,if,wald,uniform,100,59,0.504419717495254,0.5,0.49301470133977476,0.5158247336507333
1,plug_in,if,wald,uniform,100,60,0.46714060794391765,0.5,0.45546990967251816,0.47881130621531715
1,plug_in,if,wald,uniform,100,61,0.48461185172704313,0.5,0.47408792159458424,0.495135781859502
1,plug_in,if,wald,uniform,100,62,0.494882978806334,0.5,0.48511941783789564,0.5046465397747724
1,plug_in,if,wald,uniform,100,63,0.48715358789144053,0.5,0.47628355944343603,0.49802361633944503
1,plug_in,if,wald,uniform,100,52,0.47987518939581614,0.5,0.4677567117348049,0.4919936670568274
1,plug_in,if,wald,uniform,100,53,0.52814610745571,0.5,0.5180685557271874,0.5382236591842327
1,plug_in,if,wald,uniform,100,54,0.5149708002577974,0.5,0.5042310226508697,0.5257105778647251
1,plug_in,if,wald,uniform,100,55,0.4897295381685827,0.5,0.47816191489184584,0.5012971614453197
1,plug_in,if,wald,uniform,100,48,0.5209902688753963,0.5,0.5097809151677095,0.5321996225830832
1,plug_in,if,wald,uniform,100,49,0.48483481776293846,0.5,0.47362357888289647,0.49604605664298046
1,plug_in,if,wald,uniform,100,50,0.5194635469606558,0.5,0.5087562247000015,0.5301708692213101
1,plug_in,if,wald,uniform,100,51,0.46778476685192,0.5,0.4560283815420173,0.4795411521618227
1,plug_in,if,wald,uniform,100,72,0.49108920388414484,0.5,0.48029592102055996,0.5018824867477297
1,plug_in,if,wald,uniform,100,73,0.5087953212699861,0.5,0.4978783632882572,0.5197122792517149
1,plug_in,if,wald,uniform,100,74,0.5004248405414871,0.5,0.490378715823376,0.5104709652595981
1,plug_in,if,wald,uniform,100,75,0.5019106457789133,0.5,0.4920858194831597,0.5117354720746669
1,plug_in,if,wald,uniform,100,68,0.5038987589484125,0.5,0.4934265919089,0.5143709259879251
